DATE (YYYY-MM-DDTHH:MI:SSZ),LATITUDE (degree_north),LONGITUDE (degree_east),DEPH (meter),DOXY (millimole/m3),PRES (decibar),PSAL (psu),TEMP (degree_Celsius)
2024-05-03T08:45:40Z,13.511,88.512,1688.317852,78.81,1550,34.8471,4.1336
2024-05-03T08:45:40Z,13.511,88.512,1693.837446,79.117,1555,34.8463,4.1168
2024-05-03T08:45:40Z,13.511,88.512,1699.357039,79.503,1560,34.8454,4.0954
2024-05-03T08:45:40Z,13.511,88.512,1704.876633,79.705,1565,34.8445,4.0669
2024-05-03T08:45:40Z,13.511,88.512,1710.396226,80.507,1570,34.8432,4.0322
2024-05-03T08:45:40Z,13.511,88.512,1715.91582,81.198,1575,34.8422,4.0122
2024-05-03T08:45:40Z,13.511,88.512,1721.435414,81.431,1580,34.8413,3.9876
2024-05-03T08:45:40Z,13.511,88.512,1726.955007,82.226,1585,34.8402,3.9574
2024-05-03T08:45:40Z,13.511,88.512,1732.474601,82.575,1590,34.8393,3.933
2024-05-03T08:45:40Z,13.511,88.512,1737.994194,82.835,1595,34.8387,3.9205
2024-05-03T08:45:40Z,13.511,88.512,1743.513788,83.399,1600,34.8375,3.882
2024-05-03T08:45:40Z,13.511,88.512,1749.033382,83.843,1605,34.8366,3.8555
2024-05-03T08:45:40Z,13.511,88.512,1754.552975,83.999,1610,34.8357,3.8359
2024-05-03T08:45:40Z,13.511,88.512,1760.072569,84.59,1615,34.8345,3.805
2024-05-03T08:45:40Z,13.511,88.512,1765.592163,85.3,1620,34.8333,3.7742
2024-05-03T08:45:40Z,13.511,88.512,1771.111756,86.211,1625,34.8321,3.7433
2024-05-03T08:45:40Z,13.511,88.512,1776.63135,86.426,1630,34.8312,3.7287
2024-05-03T08:45:40Z,13.511,88.512,1782.150943,87.197,1635,34.83,3.6949
2024-05-03T08:45:40Z,13.511,88.512,1787.670537,87.705,1640,34.829,3.6724
2024-05-03T08:45:40Z,13.511,88.512,1793.190131,88.146,1645,34.8282,3.655
2024-05-03T08:45:40Z,13.511,88.512,1798.709724,88.73,1650,34.8273,3.6336
2024-05-03T08:45:40Z,13.511,88.512,1804.229318,88.754,1655,34.8262,3.6058
2024-05-03T08:45:40Z,13.511,88.512,1809.748911,89.276,1660,34.8253,3.5813
2024-05-03T08:45:40Z,13.511,88.512,1815.268505,89.833,1665,34.8245,3.5668
2024-05-03T08:45:40Z,13.511,88.512,1820.788099,89.8,1670,34.824,3.5549
2024-05-03T08:45:40Z,13.511,88.512,1826.307692,90.269,1675,34.8231,3.5329
2024-05-03T08:45:40Z,13.511,88.512,1831.827286,90.537,1680,34.8223,3.5163
2024-05-03T08:45:40Z,13.511,88.512,1837.34688,91.071,1685,34.8217,3.5007
2024-05-03T08:45:40Z,13.511,88.512,1842.866473,91.423,1690,34.8211,3.4881
2024-05-03T08:45:40Z,13.511,88.512,1848.386067,91.671,1695,34.8204,3.4707
2024-05-03T08:45:40Z,13.511,88.512,1853.90566,91.984,1700,34.8195,3.447
2024-05-03T08:45:40Z,13.511,88.512,1859.425254,92.513,1705,34.8189,3.4334
2024-05-03T08:45:40Z,13.511,88.512,1864.944848,93.041,1710,34.8181,3.4149
2024-05-03T08:45:40Z,13.511,88.512,1870.464441,93.447,1715,34.8173,3.3936
2024-05-03T08:45:40Z,13.511,88.512,1875.984035,93.907,1720,34.8167,3.3807
2024-05-03T08:45:40Z,13.511,88.512,1881.503628,94.111,1725,34.8161,3.367
2024-05-03T08:45:40Z,13.511,88.512,1887.023222,94.402,1730,34.8155,3.3545
2024-05-03T08:45:40Z,13.511,88.512,1892.542816,94.565,1735,34.8149,3.3409
2024-05-03T08:45:40Z,13.511,88.512,1898.062409,95.004,1740,34.8142,3.3237
2024-05-03T08:45:40Z,13.511,88.512,1903.582003,95.61,1745,34.8135,3.3068
2024-05-03T08:45:40Z,13.511,88.512,1909.101597,95.851,1750,34.8129,3.2945
2024-05-03T08:45:40Z,13.511,88.512,1914.62119,96.151,1755,34.8124,3.2833
2024-05-03T08:45:40Z,13.511,88.512,1920.140784,96.289,1760,34.8117,3.2639
2024-05-03T08:45:40Z,13.511,88.512,1925.660377,96.873,1765,34.811,3.2468
2024-05-03T08:45:40Z,13.511,88.512,1931.179971,97.141,1770,34.8104,3.2342
2024-05-03T08:45:40Z,13.511,88.512,1936.699565,97.401,1775,34.8099,3.2217
2024-05-03T08:45:40Z,13.511,88.512,1942.219158,97.438,1780,34.8092,3.2052
2024-05-03T08:45:40Z,13.511,88.512,1947.738752,98.27,1785,34.8085,3.1842
2024-05-03T08:45:40Z,13.511,88.512,1953.258345,98.515,1790,34.8079,3.1721
2024-05-03T08:45:40Z,13.511,88.512,1958.777939,98.813,1795,34.8073,3.1574
2024-05-03T08:45:40Z,13.511,88.512,1964.297533,99.107,1800,34.8065,3.139
2024-05-03T08:45:40Z,13.511,88.512,1969.817126,99.392,1805,34.8058,3.1171
2024-05-03T08:45:40Z,13.511,88.512,1975.33672,99.075,1810,34.8051,3.1027
2024-05-03T08:45:40Z,13.511,88.512,1980.856313,99.262,1815,34.8045,3.0878
2024-05-03T08:45:40Z,13.511,88.512,1986.375907,99.576,1820,34.8037,3.0697
2024-05-03T08:45:40Z,13.511,88.512,1991.895501,100.098,1825,34.8031,3.0547
2024-05-03T08:45:40Z,13.511,88.512,1997.415094,100.268,1830,34.8025,3.0387
2024-05-03T08:45:40Z,13.511,88.512,2002.934688,100.793,1835,34.8017,3.0221
2024-05-03T08:45:40Z,13.511,88.512,2008.454282,101.159,1840,34.8013,3.0142
2024-05-03T08:45:40Z,13.511,88.512,2013.973875,101.213,1845,34.8009,3.0059
2024-05-03T08:45:40Z,13.511,88.512,2019.493469,101.271,1850,34.8004,2.9947
2024-05-03T08:45:40Z,13.511,88.512,2025.013062,101.781,1855,34.8,2.984
2024-05-03T08:45:40Z,13.511,88.512,2030.532656,102.201,1860,34.7996,2.9768
2024-05-03T08:45:40Z,13.511,88.512,2036.05225,102.143,1865,34.7992,2.9685
2024-05-03T08:45:40Z,13.511,88.512,2041.571843,102.338,1870,34.7988,2.9608
2024-05-03T08:45:40Z,13.511,88.512,2047.091437,102.463,1875,34.7985,2.952
2024-05-03T08:45:40Z,13.511,88.512,2052.61103,102.687,1880,34.798,2.9433
2024-05-03T08:45:40Z,13.511,88.512,2058.130624,102.753,1885,34.7974,2.9275
2024-05-03T08:45:40Z,13.511,88.512,2063.650218,103.365,1890,34.7971,2.921
2024-05-03T08:45:40Z,13.511,88.512,2069.169811,103.364,1895,34.7966,2.9123
2024-05-03T08:45:40Z,13.511,88.512,2074.689405,103.514,1900,34.7961,2.8964
2024-05-03T08:45:40Z,13.511,88.512,2080.208999,103.967,1905,34.7955,2.8837
2024-05-03T08:45:40Z,13.511,88.512,2085.728592,104.142,1910,34.795,2.8712
2024-05-03T08:45:40Z,13.511,88.512,2091.248186,104.621,1915,34.7946,2.8613
2024-05-03T08:45:40Z,13.511,88.512,2096.767779,104.687,1920,34.7941,2.8511
2024-05-03T08:45:40Z,13.511,88.512,2102.287373,105.008,1925,34.7936,2.8404
2024-05-03T08:45:40Z,13.511,88.512,2107.806967,105.253,1930,34.7934,2.8351
2024-05-03T08:45:40Z,13.511,88.512,2113.32656,105.366,1935,34.793,2.8288
2024-05-03T08:45:40Z,13.511,88.512,2118.846154,105.452,1940,34.7927,2.8224
2024-05-03T08:45:40Z,13.511,88.512,2124.365747,105.731,1945,34.7923,2.8125
2024-05-03T08:45:40Z,13.511,88.512,2129.885341,106.041,1950,34.792,2.8058
2024-05-03T08:45:40Z,13.511,88.512,2135.404935,106.223,1955,34.7915,2.7929
2024-05-03T08:45:40Z,13.511,88.512,2140.924528,106.819,1960,34.791,2.7775
2024-05-03T08:45:40Z,13.511,88.512,2146.444122,107.207,1965,34.7906,2.7721
2024-05-03T08:45:40Z,13.511,88.512,2151.963716,107.195,1970,34.7905,2.7693
2024-05-03T08:45:40Z,13.511,88.512,2157.483309,107.212,1975,34.7901,2.7597
2024-05-03T08:45:40Z,13.511,88.512,2163.002903,107.491,1980,34.7895,2.7464
2024-05-03T08:45:40Z,13.511,88.512,2168.522496,108.017,1985,34.7891,2.7355
2024-05-03T08:45:40Z,13.511,88.512,2174.04209,108.091,1990,34.7886,2.7245
2024-05-03T08:45:40Z,13.511,88.512,2179.561684,108.26,1995,34.7883,2.7192
2024-05-03T08:45:40Z,13.511,88.512,2185.081277,108.609,2000,34.7878,2.7044
2024-05-03T08:45:40Z,13.511,88.512,2190.600871,108.845,2005,34.7873,2.6947
2024-05-03T08:45:40Z,13.511,88.512,2196.120464,108.923,2010,34.787,2.6883
2024-05-03T08:45:40Z,13.511,88.512,2201.640058,109.229,2015,34.7866,2.6802
2024-05-03T08:45:40Z,13.511,88.512,2207.159652,109.538,2020,34.7862,2.6726
2024-05-03T08:45:40Z,13.511,88.512,2212.679245,109.647,2025,34.7858,2.6575
2024-05-03T08:45:40Z,13.511,88.512,2218.198839,110.284,2030,34.7854,2.6513
2024-05-03T08:45:40Z,13.511,88.512,2223.718433,110.177,2035,34.7849,2.6389
2024-05-03T08:45:40Z,13.511,88.512,2229.238026,110.627,2040,34.7845,2.6326
2024-05-03T08:45:40Z,13.511,88.512,2234.75762,110.814,2045,34.7844,2.6311
2024-05-03T08:45:40Z,13.511,88.512,2240.277213,110.832,2050,34.7841,2.6275
2024-05-03T08:45:40Z,13.511,88.512,2245.796807,111.015,2055,34.7838,2.6181
2024-05-03T08:45:40Z,13.511,88.512,2251.316401,111.106,2060,34.7834,2.6083
2024-05-03T08:45:40Z,13.511,88.512,2256.835994,111.276,2065,34.783,2.596
2024-05-03T08:45:40Z,13.511,88.512,2262.355588,111.621,2070,34.7827,2.5898
2024-05-03T08:45:40Z,13.511,88.512,2267.875181,112.019,2075,34.7822,2.5807
2024-05-03T08:45:40Z,13.511,88.512,2273.394775,112.287,2080,34.782,2.5756
2024-05-03T08:45:40Z,13.511,88.512,2278.914369,112.345,2085,34.7816,2.5643
2024-05-03T08:45:40Z,13.511,88.512,2284.433962,112.716,2090,34.7812,2.559
2024-05-03T08:45:40Z,13.511,88.512,2289.953556,113.003,2095,34.7809,2.5508
2024-05-03T08:45:40Z,13.511,88.512,2295.473149,113.248,2100,34.7806,2.5446
2024-05-03T08:45:40Z,13.511,88.512,2300.992743,113.281,2105,34.7804,2.5373
2024-05-03T08:45:40Z,13.511,88.512,2306.512337,113.402,2110,34.7801,2.5328
2024-05-03T08:45:40Z,13.511,88.512,2312.03193,113.85,2115,34.7797,2.5232
2024-05-03T08:45:40Z,13.511,88.512,2317.551524,114.034,2120,34.7794,2.5159
2024-05-03T08:45:40Z,13.511,88.512,2323.071118,114.256,2125,34.7789,2.503
2024-05-03T08:45:40Z,13.511,88.512,2328.590711,114.741,2130,34.7786,2.4955
2024-05-03T08:45:40Z,13.511,88.512,2334.110305,115.037,2135,34.7782,2.4881
2024-05-03T08:45:40Z,13.511,88.512,2339.629898,115.218,2140,34.7779,2.482
2024-05-03T08:45:40Z,13.511,88.512,2345.149492,115.188,2145,34.7776,2.4754
2024-05-03T08:45:40Z,13.511,88.512,2350.669086,115.47,2150,34.7773,2.4694
2024-05-03T08:45:40Z,13.511,88.512,2356.188679,115.39,2155,34.7771,2.4633
2024-05-03T08:45:40Z,13.511,88.512,2361.708273,115.441,2160,34.7768,2.4564
2024-05-03T08:45:40Z,13.511,88.512,2367.227866,115.453,2165,34.7763,2.4439
2024-05-03T08:45:40Z,13.511,88.512,2372.74746,115.497,2170,34.776,2.4397
2024-05-03T08:45:40Z,13.511,88.512,2378.267054,115.495,2175,34.7758,2.4356
2024-05-03T08:45:40Z,13.511,88.512,2383.786647,115.598,2180,34.7755,2.4284
2024-05-03T08:45:40Z,13.511,88.512,2389.306241,115.759,2185,34.775,2.4156
2024-05-03T08:45:40Z,13.511,88.512,2394.825835,116.027,2190,34.7748,2.4139
2024-05-03T08:45:40Z,13.511,88.512,2400.345428,116.299,2195,34.7745,2.4066
2024-05-03T08:45:40Z,13.511,88.512,2405.865022,116.379,2200,34.774,2.3928
2024-05-03T08:45:40Z,13.511,88.512,2411.384615,116.678,2205,34.7737,2.3839
2024-05-03T08:45:40Z,13.511,88.512,2416.904209,117.164,2210,34.7733,2.379
2024-05-03T08:45:40Z,13.511,88.512,2422.423803,117.089,2215,34.7731,2.3718
2024-05-03T08:45:40Z,13.511,88.512,2427.943396,117.364,2220,34.7728,2.3667
2024-05-03T08:45:40Z,13.511,88.512,2433.46299,117.582,2225,34.7727,2.3632
2024-05-03T08:45:40Z,13.511,88.512,2438.982583,117.809,2230,34.7725,2.3611
2024-05-03T08:45:40Z,13.511,88.512,2444.502177,117.761,2235,34.7724,2.3593
2024-05-03T08:45:40Z,13.511,88.512,2450.021771,117.664,2240,34.7722,2.3574
2024-05-03T08:45:40Z,13.511,88.512,2455.541364,117.742,2245,34.772,2.3511
2024-05-03T08:45:40Z,13.511,88.512,2461.060958,118.016,2250,34.7717,2.3397
2024-05-03T08:45:40Z,13.511,88.512,2466.580552,118.598,2255,34.7713,2.3328
2024-05-03T08:45:40Z,13.511,88.512,2472.100145,118.572,2260,34.7711,2.3255
2024-05-03T08:45:40Z,13.511,88.512,2477.619739,119.09,2265,34.7708,2.3196
2024-05-03T08:45:40Z,13.511,88.512,2483.139332,119.459,2270,34.7704,2.3088
2024-05-03T08:45:40Z,13.511,88.512,2488.658926,119.793,2275,34.7702,2.3054
2024-05-03T08:45:40Z,13.511,88.512,2494.17852,119.797,2280,34.7699,2.2996
2024-05-03T08:45:40Z,13.511,88.512,2499.698113,119.95,2285,34.7695,2.2921
2024-05-03T08:45:40Z,13.511,88.512,2505.217707,120.139,2290,34.7693,2.2844
2024-05-03T08:45:40Z,13.511,88.512,2510.7373,120.173,2295,34.7689,2.2752
2024-05-03T08:45:40Z,13.511,88.512,2516.256894,120.818,2300,34.7686,2.2702
2024-05-03T08:45:40Z,13.511,88.512,2521.776488,120.773,2305,34.7684,2.2634
2024-05-03T08:45:40Z,13.511,88.512,2527.296081,120.919,2310,34.7682,2.259
2024-05-03T08:45:40Z,13.511,88.512,2532.815675,121.124,2315,34.7679,2.2545
2024-05-03T08:45:40Z,13.511,88.512,2538.335269,121.327,2320,34.7676,2.2459
2024-05-03T08:45:40Z,13.511,88.512,2543.854862,121.597,2325,34.7673,2.24
2024-05-03T08:45:40Z,13.511,88.512,2549.374456,121.624,2330,34.7671,2.2337
2024-05-03T08:45:40Z,13.511,88.512,2554.894049,121.831,2335,34.7668,2.2283
2024-05-03T08:45:40Z,13.511,88.512,2560.413643,121.94,2340,34.7665,2.2212
2024-05-03T08:45:40Z,13.511,88.512,2565.933237,122.083,2345,34.7662,2.2138
2024-05-03T08:45:40Z,13.511,88.512,2571.45283,122.505,2350,34.7659,2.2063
2024-05-03T08:45:40Z,13.511,88.512,2576.972424,122.597,2355,34.7655,2.198
2024-05-03T08:45:40Z,13.511,88.512,2582.492017,121.591,2360,34.7652,2.1943
2024-05-03T08:45:40Z,13.511,88.512,2588.011611,121.314,2365,34.7651,2.1904
2024-05-03T08:45:40Z,13.511,88.512,2593.531205,121.785,2370,34.7648,2.184
2024-05-03T08:45:40Z,13.511,88.512,2599.050798,122.138,2375,34.7645,2.1762
2024-05-03T08:45:40Z,13.511,88.512,2604.570392,122.448,2380,34.7643,2.1718
2024-05-03T08:45:40Z,13.511,88.512,2610.089985,122.601,2385,34.7641,2.1686
2024-05-03T08:45:40Z,13.511,88.512,2615.609579,123,2390,34.7638,2.1611
2024-05-03T08:45:40Z,13.511,88.512,2621.129173,123.23,2395,34.7636,2.1526
2024-05-03T08:45:40Z,13.511,88.512,2626.648766,123.228,2400,34.7632,2.146
2024-05-03T08:45:40Z,13.511,88.512,2632.16836,123.357,2405,34.763,2.1406
2024-05-03T08:45:40Z,13.511,88.512,2637.687954,123.392,2410,34.7626,2.1334
2024-05-03T08:45:40Z,13.511,88.512,2643.207547,122.979,2415,34.7624,2.1271
2024-05-03T08:45:40Z,13.511,88.512,2648.727141,123.426,2420,34.7621,2.1217
2024-05-03T08:45:40Z,13.511,88.512,2654.246734,123.627,2425,34.7619,2.1168
2024-05-03T08:45:40Z,13.511,88.512,2659.766328,123.962,2430,34.7618,2.1142
2024-05-03T08:45:40Z,13.511,88.512,2665.285922,123.691,2435,34.7617,2.1131
2024-05-03T08:45:40Z,13.511,88.512,2670.805515,123.576,2440,34.7614,2.1083
2024-05-03T08:45:40Z,13.511,88.512,2676.325109,123.709,2445,34.7613,2.1045
2024-05-03T08:45:40Z,13.511,88.512,2681.844702,124.272,2450,34.7612,2.1022
2024-05-03T08:45:40Z,13.511,88.512,2687.364296,124.337,2455,34.7611,2.0998
2024-05-03T08:45:40Z,13.511,88.512,2692.88389,123.93,2460,34.7608,2.095
2024-05-03T08:45:40Z,13.511,88.512,2698.403483,124.21,2465,34.7606,2.0891
2024-05-03T08:45:40Z,13.511,88.512,2703.923077,124.74,2470,34.7604,2.0824
2024-05-03T08:45:40Z,13.511,88.512,2709.442671,124.713,2475,34.7601,2.0761
2024-05-03T08:45:40Z,13.511,88.512,2714.962264,124.658,2480,34.7598,2.0697
2024-05-03T08:45:40Z,13.511,88.512,2720.481858,124.984,2485,34.7596,2.064
2024-05-03T08:45:40Z,13.511,88.512,2726.001451,124.999,2490,34.7594,2.0593
2024-05-03T08:45:40Z,13.511,88.512,2731.521045,124.923,2495,34.7592,2.0569
2024-05-03T08:45:40Z,13.511,88.512,2737.040639,124.959,2500,34.759,2.051
2024-05-03T08:45:40Z,13.511,88.512,2742.560232,125.333,2505,34.7587,2.045
2024-05-03T08:45:40Z,13.511,88.512,2748.079826,125.281,2510,34.7586,2.0413
2024-05-03T08:45:40Z,13.511,88.512,2753.599419,125.521,2515,34.7583,2.0365
2024-05-03T08:45:40Z,13.511,88.512,2759.119013,125.425,2520,34.7582,2.0328
2024-05-03T08:45:40Z,13.511,88.512,2764.638607,125.742,2525,34.7579,2.027
2024-05-03T08:45:40Z,13.511,88.512,2770.1582,125.88,2530,34.7577,2.022
2024-05-03T08:45:40Z,13.511,88.512,2775.677794,125.461,2535,34.7575,2.0171
2024-05-03T08:45:40Z,13.511,88.512,2781.197388,125.62,2540,34.7573,2.0126
2024-05-03T08:45:40Z,13.511,88.512,2786.716981,125.538,2545,34.7571,2.009
2024-05-03T08:45:40Z,13.511,88.512,2792.236575,125.892,2550,34.757,2.0051
2024-05-03T08:45:40Z,13.511,88.512,2797.756168,125.96,2555,34.7567,2.0007
2024-05-03T08:45:40Z,13.511,88.512,2803.275762,126.061,2560,34.7565,1.9961
2024-05-03T08:45:40Z,13.511,88.512,2808.795356,125.873,2565,34.7564,1.9913
2024-05-03T08:45:40Z,13.511,88.512,2814.314949,126.222,2570,34.7561,1.9861
2024-05-03T08:45:40Z,13.511,88.512,2819.834543,126.332,2575,34.7559,1.9819
2024-05-03T08:45:40Z,13.511,88.512,2825.354136,126.481,2580,34.7558,1.9763
2024-05-03T08:45:40Z,13.511,88.512,2830.87373,126.45,2585,34.7555,1.9736
2024-05-03T08:45:40Z,13.511,88.512,2836.393324,126.786,2590,34.7554,1.9683
2024-05-03T08:45:40Z,13.511,88.512,2841.912917,126.802,2595,34.7552,1.9625
2024-05-03T08:45:40Z,13.511,88.512,2847.432511,126.882,2600,34.755,1.9581
2024-05-03T08:45:40Z,13.511,88.512,2852.952104,126.778,2605,34.7548,1.9547
2024-05-03T08:45:40Z,13.511,88.512,2858.471698,126.784,2610,34.7546,1.9503
2024-05-03T08:45:40Z,13.511,88.512,2863.991292,126.999,2615,34.7545,1.9495
2024-05-03T08:45:40Z,13.511,88.512,2869.510885,127.125,2620,34.7543,1.9424
2024-05-03T08:45:40Z,13.511,88.512,2875.030479,127.466,2625,34.7542,1.941
2024-05-03T08:45:40Z,13.511,88.512,2880.550073,127.525,2630,34.7541,1.9402
2024-05-03T08:45:40Z,13.511,88.512,2886.069666,127.578,2635,34.754,1.9362
2024-05-03T08:45:40Z,13.511,88.512,2891.58926,127.66,2640,34.7538,1.9331
2024-05-03T08:45:40Z,13.511,88.512,2897.108853,127.816,2645,34.7537,1.9313
2024-05-03T08:45:40Z,13.511,88.512,2902.628447,127.901,2650,34.7536,1.9284
2024-05-03T08:45:40Z,13.511,88.512,2908.148041,128.092,2655,34.7534,1.9246
2024-05-03T08:45:40Z,13.511,88.512,2913.667634,128.54,2660,34.7533,1.9212
2024-05-03T08:45:40Z,13.511,88.512,2919.187228,128.784,2665,34.7531,1.9158
2024-05-03T08:45:40Z,13.511,88.512,2924.706821,128.765,2670,34.753,1.9129
2024-05-03T08:45:40Z,13.511,88.512,2930.226415,128.879,2675,34.7528,1.9081
2024-05-03T08:45:40Z,13.511,88.512,2935.746009,128.988,2680,34.7526,1.9028
2024-05-03T08:45:40Z,13.511,88.512,2941.265602,129.131,2685,34.7525,1.8994
2024-05-03T08:45:40Z,13.511,88.512,2946.785196,129.79,2690,34.7523,1.897
2024-05-03T08:45:40Z,13.511,88.512,2952.30479,129.546,2695,34.7522,1.895
2024-05-03T08:45:40Z,13.511,88.512,2957.824383,129.845,2700,34.7521,1.8938
2024-05-03T08:45:40Z,13.511,88.512,2963.343977,129.604,2705,34.752,1.8884
2024-05-03T08:45:40Z,13.511,88.512,2968.86357,129.443,2710,34.7518,1.8858
2024-05-03T08:45:40Z,13.511,88.512,2974.383164,129.628,2715,34.7517,1.8845
2024-05-03T08:45:40Z,13.511,88.512,2979.902758,129.36,2720,34.7517,1.8824
2024-05-03T08:45:40Z,13.511,88.512,2985.422351,129.624,2725,34.7515,1.8786
2024-05-03T08:45:40Z,13.511,88.512,2990.941945,129.43,2730,34.7513,1.8742
2024-05-03T08:45:40Z,13.511,88.512,2996.461538,129.85,2735,34.751,1.8668
2024-05-03T08:45:40Z,13.511,88.512,3001.981132,129.722,2740,34.7508,1.8602
2024-05-03T08:45:40Z,13.511,88.512,3007.500726,129.883,2745,34.7506,1.856
2024-05-03T08:45:40Z,13.511,88.512,3013.020319,129.983,2750,34.7504,1.853
2024-05-03T08:45:40Z,13.511,88.512,3018.539913,130.38,2755,34.7503,1.8486
2024-05-03T08:45:40Z,13.511,88.512,3024.059507,130.807,2760,34.7501,1.8427
2024-05-03T08:45:40Z,13.511,88.512,3029.5791,131.11,2765,34.7499,1.8375
2024-05-03T08:45:40Z,13.511,88.512,3035.098694,131.071,2770,34.7497,1.8327
2024-05-03T08:45:40Z,13.511,88.512,3040.618287,131.14,2775,34.7496,1.8299
2024-05-03T08:45:40Z,13.511,88.512,3046.137881,131.33,2780,34.7494,1.826
2024-05-03T08:45:40Z,13.511,88.512,3051.657475,131.168,2785,34.7492,1.8203
2024-05-03T08:45:40Z,13.511,88.512,3057.177068,131.68,2790,34.749,1.8158
2024-05-03T08:45:40Z,13.511,88.512,3062.696662,132.011,2795,34.7489,1.8131
2024-05-03T08:45:40Z,13.511,88.512,3068.216255,131.761,2800,34.7488,1.8117
2024-05-03T08:45:40Z,13.511,88.512,3073.735849,132.02,2805,34.7487,1.808
2024-05-03T08:45:40Z,13.511,88.512,3079.255443,132.123,2810,34.7485,1.8037
2024-05-03T08:45:40Z,13.511,88.512,3084.775036,132.336,2815,34.7484,1.8021
2024-05-03T08:45:40Z,13.511,88.512,3090.29463,132.412,2820,34.7483,1.7986
2024-05-03T08:45:40Z,13.511,88.512,3095.814224,132.53,2825,34.7482,1.7955
2024-05-03T08:45:40Z,13.511,88.512,3101.333817,132.671,2830,34.7481,1.7949
2024-05-03T08:45:40Z,13.511,88.512,3106.853411,132.794,2835,34.748,1.7936
2024-05-03T08:45:40Z,13.511,88.512,3112.373004,132.938,2840,34.7479,1.7927
2024-05-03T08:45:40Z,13.511,88.512,3117.892598,132.939,2845,34.7479,1.7889
2024-05-03T08:45:40Z,13.511,88.512,3123.412192,133.396,2850,34.7477,1.7832
2024-05-03T08:45:40Z,13.511,88.512,3128.931785,133.686,2855,34.7476,1.7804
2024-05-03T08:45:40Z,13.511,88.512,3134.451379,133.703,2860,34.7474,1.776
2024-05-03T08:45:40Z,13.511,88.512,3139.970972,134.172,2865,34.7473,1.772
2024-05-03T08:45:40Z,13.511,88.512,3145.490566,134.49,2870,34.7471,1.7666
2024-05-03T08:45:40Z,13.511,88.512,3151.01016,134.74,2875,34.7469,1.7601
2024-05-03T08:45:40Z,13.511,88.512,3156.529753,135.199,2880,34.7467,1.7553
2024-05-03T08:45:40Z,13.511,88.512,3162.049347,135.227,2885,34.7466,1.7499
2024-05-03T08:45:40Z,13.511,88.512,3167.56894,135.762,2890,34.7463,1.7457
2024-05-03T08:45:40Z,13.511,88.512,3173.088534,136.042,2895,34.7461,1.7356
2024-05-03T08:45:40Z,13.511,88.512,3178.608128,136.66,2900,34.7459,1.7273
2024-05-03T08:45:40Z,13.511,88.512,3184.127721,136.882,2905,34.7457,1.7199
2024-05-03T08:45:40Z,13.511,88.512,3189.647315,137.752,2910,34.7454,1.7152
2024-05-03T08:45:40Z,13.511,88.512,3195.166909,137.946,2915,34.7452,1.7079
2024-05-03T08:45:40Z,13.511,88.512,3200.686502,138.025,2920,34.7449,1.6959
2024-05-03T08:45:40Z,13.511,88.512,3206.206096,138.764,2925,34.7445,1.6858
2024-05-03T08:45:40Z,13.511,88.512,3211.725689,138.774,2930,34.7443,1.6808
2024-05-03T08:45:40Z,13.511,88.512,3217.245283,139.233,2935,34.7441,1.6716
2024-05-03T08:45:40Z,13.511,88.512,3222.764877,139.519,2940,34.7439,1.6692
2024-05-03T08:45:40Z,13.511,88.512,3228.28447,139.33,2945,34.7438,1.6668
2024-05-03T08:45:40Z,13.511,88.512,3233.804064,139.456,2950,34.7436,1.6649
2024-05-03T08:45:40Z,13.511,88.512,3239.323657,139.312,2955,34.7436,1.6632
2024-05-03T08:45:40Z,13.511,88.512,3244.843251,139.855,2960,34.7434,1.6603
2024-05-03T08:45:40Z,13.511,88.512,3250.362845,139.81,2965,34.7433,1.659
2024-05-03T08:45:40Z,13.511,88.512,3255.882438,139.792,2970,34.7432,1.6559
2024-05-03T08:45:40Z,13.511,88.512,3261.402032,139.675,2975,34.7431,1.6534
2024-05-03T08:45:40Z,13.511,88.512,3266.921626,139.841,2980,34.743,1.6511
2024-05-03T08:45:40Z,13.511,88.512,3272.441219,139.974,2985,34.7428,1.644
2024-05-03T08:45:40Z,13.511,88.512,3277.960813,140.135,2990,34.7423,1.6292
2024-05-03T08:45:40Z,13.511,88.512,3283.480406,140.317,2995,34.7421,1.6265
2024-05-03T08:45:40Z,13.511,88.512,3289,140.337,3000,34.7421,1.6252
2024-05-03T08:45:40Z,13.511,88.512,3294.519594,140.465,3005,34.742,1.6241
2024-05-03T08:45:40Z,13.511,88.512,3300.039187,140.577,3010,34.7419,1.6218
2024-05-03T08:45:40Z,13.511,88.512,3305.558781,140.709,3015,34.7417,1.6158
2024-05-03T08:45:40Z,13.511,88.512,3311.078374,140.844,3020,34.7413,1.6082
